Label,Tweet
1,ganyang pki kenapa kalian harus hapus lambang PKI DI FILM ... ??? APA KALIAN TELAH DI INTIMIDASI KOMUNIS DAN ANTEK PKI YG SEPERTI HANTU.. ??
1,"Maybe aku gak punya toket... But ass wise, i'm more montok than her. She doesn't deserve the word ""montok"" behind her name."
0,Jatim Anti Berita Hoax Pilkada Aman dan Damai
0,Rocky Gerung Dipolisikan soal Ucapan 'Kitab Suci Itu Fiksi'
1,USER Kampang memang'
0,USER Ngewe trus krj qm.sekali2 donk ma kita2.hehe'
1,USER USER Goblok permanen....\xf0\x9f\x98\xad'
0,USER USER USER USER USER USER USER Aktifis 98 ala anak2 pki'
0,Gue doa aja kagak kuat liatnye menang jo aminn\nMana dr kampus ampe warung mi ayam pada ngomongin jojo wow sih haha ...di rl gt juga dong wah w kira tl aja yg rame\xf0\x9f\x91\x8f\xf0\x9f\x91\x8a\xf0\x9f\x91\x8d'
1,RT USER: CENGENG LU TAI URL
1,"RT USER Mantap bravo pasangan ideal cocok tuk 2019. Tumbangkn kaum antek"" cina."
1,"hm tercyduk kan luh, bangsad.'"
1,"Israel bener-bener bangsat dan banci, penakut, fuck israel, we hate israel. Save Palestine.....,,,,"
0,Ada sahabatku yg pulang dr Papua. Sebelumnya dia kerja disalh satu kontraktor yg mngerjakan infrastruktur yg sdang dibangun. Beliau cerita bnyak bagmna jauhnya ketinggaln rkyt kita Papua dibnding dgn wilyah lainnya di negeri ini. Syukrlah pk Jkwi jd presid
1,"Kenapa ya akhir2 ini gw ngerasain sendiri layanan perusahaan digital indonesia makin pada kacrut\n\nDunia IT kita berkembang pesat loh, tapi kalau pemeliharaannya gak beres malah ujung2nya rugiin customer'"
0,Kereta ini adalah AC Ekonomi menuju Serpong. Aku akan segera berangkat. Harap dicatat di pintu.
0,Dan saat ini pemerintah dengan serius memperhatikan pengembangan ekonomi umat di antaranya melalui program Bank Wakaq Mikro. ; ; #Moeldoko
0,"#PojokSatu Polisi Masih Selidiki Kasus Presiden #PKS, Punya Kemungkinan Tak Ada Unsur Pidana"
0,But kampungan can also be cute right? Show me yours
1,"Munafik, hypocrite, racist, close minded, conservative = korean (mostly)  https://twitter.com/idolfess2/status/1218414043561545728ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
1,USER Mungkin sebenernya seungmin idiot\xf0\x9f\x8c\x9a\xf0\x9f\x8c\x9a\xf0\x9f\x8c\x9a'
1,Mari Awasi sekeliling kita masing-masing menjelang 30/S jika ada aktifitas antek komunis laporkan ke Ulama dan TNI...!! ganyang pki
1,asik ya. Dulu mati-matian dukung skrg dianggap bukan siapa-siapa. udah bantuin kampanye saracen anies
0,"DC are better than mar*el kwnontol bangsat fuck you lah,,,,"
0,"USER Gue juga suka, tapi dia ngga terlalu suka, dia ngefansnya sama binatang kelas atas macem hiu, ular, buaya, makanya baa baa black sheep diskip.'"
0,"Raise your words, not your voice. It is rain that grows flowers, not thunder.
#2019GantiPresiden"
0,USER Itu eonnie ya! Yang suka berendamnya pake bunga bangkai?'
1,USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya'
0,USER Gue baru nyadar kalo situ baru ngefollowback saya. Kelamaan umroh ya? Mana oleh-oleh onta mekkah? Iya salam kenal Dav.'
0,RT USER: dientot trus dicrotin beberapa kontol. uuhh URL
0,"Photography is a way of feeling, of touching, of loving. What you have caught with your camera is captured foreverÃƒÂ¢Ã‚Â€Ã‚Â¦ It remembers little things, long after you have forgotten everything.

Photo 1: ""Kampungan""ÃƒÂ¢Ã‚Â€Ã‚Â¦  https://www.instagram.com/p/B0Dfu7unqcC/?igshid=1aky91tng0nhbÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
0,Pagi Civa FEB UI. Bagi mahasiswa/i semester 4-6 FEB UI bisa mendaftar untuk mengikuti Pelatihan Perencanaan Karir Fakultas Ekonomi dan Bisnis Universitas Indonesia. Registrasikan dirimu dulu untuk mendapat detail informasinya dari CDC FEB UI. Register :
1,Setuju! Bubarkan KPK! Angkat USER jadi Ketua Badan Pemberantasan Korupsi berikutnya!!! URL
0,"USER USER Terus klo utk UU MD3 yg bisa cepat selesai, siapa yg bisa dimaklumi jugakah karena isinya utk kepentingan para wakil rakyat yg tdk mewakili rakyat....'"
1,"USER USER ya gih aja makan tuh hindu nusantara, agama kita ini rahmatan lil alamin, bukan agama bumi tapi agama langit. tapi kalo islam nusantara mau sama dengan mereka, ya monggo, supaya lebih sesat sekalian!!'"
0,"orang yg bangga pake kw tuh ibarat pacaran ama banci, tapi nganggep di banci itu cewe beneran... URL"
1,RT USER Gerindra perusuh prabowo utang gak makanya gak bisa bayar karyawan
0,"USER ""Kalau aku iyain, aku dikasih apa?"" Sabi menyipitkan matanya yang sudah sipit.'"
0,Selamat jalan Danarto. Tulisan yg menyentuh...
1,"USER USER USER USER USER USER IYA. SOALNYA LOE ga tahu junjungan loe toh membantai 200 lebih orang timtim peristiwa santa cruz... juga menculik aktivis, ga tahu di mana skrang... Loe ga sadar kalau junjunganmu itu penjahat internasional d"
0,STRAWWWBERRIES AND CIGARRETES ALWAYS TASTE LIKE YOUUUU ANJING ENAK BET NI LAGU
0,"Tapi aku sekarang bersyukur banget sih mereka berdua udah debut bareng npc juga debut bareng anak"" yuehua china di nex7. Harus banyak"" makasih nih sama zhengting sama justin, karena mereka berdua aku jadi suka idol producer dan berakhir jadi bucinnya koh"
0,"USER USER Bang USER melakukan itu. Dia tetap Kristen, istrinya tetap muslim. Bisa kok, dengan strategi tertentu.'"
1,RT USER: Enaaaak banget lo minta maaaf...\n\nProses hukum harus tetap berjalan\n\nBiar bajingan kayak dia ini kapok\xf0\x9f\x91\x8a\xf0\x9f\x91\x8a\xf0\x9f\x91\x8a\xf0\x9f\x98\x88\nMohon USER\xe2\x80\xa6'
0,terlampau sayang' is the most munafik word in the world .
0,"Jangan terlalu banyak berharap, nanti bisa sarap'"
0,perangkat kelurahan menolak berita hoax dan sukseskan pilkada dami di kota kediri:
0,"Ide prsamaan derajat itu berasal dari era Reformasi Luther di abad 16, yg menolak dominasi politik dan ekonomi Gereja Katholik dgn cara mengajukan sbuah konsep baru, yaitu menolak legitimasi religius dari kaum pendeta Katholik. #demokrasi'"
0,"Tokoh pemuda, tokoh masyarakat, dan tokoh ulama bersinergi mengikuti minggon desa,,,, #RawasariBagjaDiri"
1,USER Ikr udah tau picek pun masih selpi. \xf0\x9f\x98\xad\xf0\x9f\x98\xad'
0,"USER Knapa ga sekalian aja, ada Islam Nusantara, Kristen Katolik Nusantara, Kristen Protestan Nusantara, Hindu Nusantara, Budha Nusantara dan agama lain di Indonesia ada Nusantara nya, jadi kan NKRI banget gt loh...'"
0,we invite you to attend one of our approved events - taking place on the 4th February 2020 - in conjunction with the FIU International Program. Excellent speakers and will deliver challenges facing Democracy and in the Americas. FREE FOR ALL. Email: sirjames USER.com  pic.twitter.com/wyxDpWQdjE
0,"Is that gonna ended up like others jp romance anime? Like.. ""Fireworks are so loud. Can u say it again?"""
0,I bet today will be another fight for sumbu pendek cs YG will upload another teaser ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â‚ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â‚
1,USER USER USER USER USER USER USER USER Haha die lagi \xf0\x9f\x91\x89 USER media bloon dasar tempurung dongo!'
1,Ganyang PKI sekuat tenaga
1,USER Ahok (BTP) Basuki Tai Babi
1,USER Bilangin sama mak Srimulyani ajah pak supaya THR si sontoloyo ini gak ditransfer'
1,"USER USER USER USER USER buat lo gak usah bahas ekonomi yg morat marit deh, gwe mau tahu lo tuh siapa pake akun tulisan nama kek gitu? lo antek aseng bukan? gegara aseng kek congor lo negara gwe jd hina kek gini, nega"
0,"Harus dijelaskan, mengaji dan solat juga budaya Arab Saudi setelah Muhammad menguasai jajirah Arab"
1,anyway yall can shut the fuck up i dont need yall's preach just appreciate them as artists and musicians without talking about their romantic life so stfu stfu stfu armys embarrassing armys humiliating armys kampungan
0,Airlangga Masih Malu-malu Maju Sebagai Calon Wakil Presiden Dampingi Jokowi
0,USER USER Jancuk! Yang penting pernah membuat bahagia ya~'
0,"USER USER Iya beda budaya sih kayanya, tapi di jepang juga masih ada yang risih sih sama mv bikini2 gitu... tapi mereka bikinian jatohnya gak sexy, malah lucu gitu..."
0,Retweeted UUS RUSDIANA #CiamisAsyik (USER):; ; Saya dari #Ciamis salah 1 kabupaten d Jawa Barat mndukung Gubernur kami Kang USER mnjadi presiden/wakil presiden RI.; ; Bila trnyata kputusan MS yg PKS sbagai...
1,"Karena mereka SADAR REZIM ini kesempatan buat Neo KOMUNIS bangkit kembali,kapan lagi atau tidak sama sekali."
1,ayo lengserkan si joko
0,Hari-hari ini banyak orang menjadikan agama sbg sumber kemarahan. Kita perlu menampilkan agama sbg sumber kasih dan binadamai. Sila baca buku ini. GRATIS!; ; Ketika Agama Bawa Damai ~ USER USER USER USER USER USER
0,"im the only one who puts effort on this well fuck bangsat malu gila sial lol,,,,"
0,RT USER: Goyangan jilboob mantap bener nih hyper kontol doi. \n\nTadi sambil squirt loh... \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\nYang belum nonton live nya.. Besok doi\xe2\x80\xa6'
0,"If you donÃƒÂ¢Ã‚Â€Ã‚Â˜t get it, kontol = dick"
1,USER USER USER Baru namanya timnya baja bajingan JA'
0,"Dear People Who Give Fuck To Me bangsat Ci (with Agus at GODDES BAKERY) ÃƒÂƒÃ‚Â¢ÃƒÂ¢Ã‚Â‚Ã‚Â¬ÃƒÂ¢Ã‚Â€Ã‚Â  https://path.com/p/3wXJZbÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â ,,,,"
1,"USER Awaasss... Jgn sampe beritanya sampe ke akhi gerung! Ntar susah nyari kosakatany. klu bcr aja micingin mata, bibir monyong kesamping, suara keluar ky lg nhn kentut.. ""politik kotor skl jmn ini!"". Klu tahu brt ini.. Plng Sambil ky nhn ngeden..""dungu!"". \xf0\x9f\x98\x8b"
0,Jerawat oh jerawat kamu sungguh keparat.hilang satu tumbuh empat.hilang dijidat tumbuh dipantat'
0,"BENTAR LAGI GUA RILIS ALBUM THE ONTA'S WKWKWKWKWK"""
1,Wow...The President of Hambalang...bener2 deh #prabowohalu #PrabowoGila
1,"USER woiii kampret!!! gelik gue liat lu,belagu amat jd orang.songong!!! minta di penci jidat lu hah?!!'"
0,Doggy sambil remes toket sama kissing
0,"MAS mood when they want to get all da gold medals in SG. Lie, Cheat, Steal doesn't matter... #ShameOnYouMalaysia #ÃƒÂ Ã‚Â¸Ã‚Â‹ÃƒÂ Ã‚Â¸Ã‚ÂµÃƒÂ Ã‚Â¹Ã‚Â€ÃƒÂ Ã‚Â¸Ã‚ÂÃƒÂ Ã‚Â¸Ã‚Â¡ÃƒÂ Ã‚Â¸Ã‚ÂªÃƒÂ Ã‚Â¹Ã‚ÂŒ2017 pic.twitter.com/ZDcdVj3GNx"
0,"At least ""MOST SABAHAN"" are pretty pretty you know~~~. Ignore him sis! Kita bukan kampungan pun k. KKIA wont exist if we are so ""kampung"". Im emo.  https://twitter.com/tengkuhasirah/status/1187195209341255680ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
1,Israel is real terrorist. The only setan yang tk kena ikat.
1,RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol'
1,RT USER USER Mungkinkah Sandi dan Anies nyusul sahabat-sahabatnya yg jadi buron dan yg sdh ditangkap itu sebelum dilantik ?
1,Can anyone please explain what #PrabowoGila and #PrabowoHalu actually mean?
0,USER saat dipimpin USER jg menjadi pendorong kuat bagi UMP layak &amp; program #BPJS . Era penuh perubahan di kalangan buruh baik migran maupun lokal URL #JokowiCakImin #JokowiMajukanEkonomiUmat #JOIN2019 #JOINJombang #
0,"Koalisi tapi pakai hati. Cuci tangan sambil bergandengan. Topeng rombeng tutup koreng. Nenek sihir sibuk menyisir.\n\nNamanya juga belia. Namanya juga dunia. Haus ilmu. Harus cinta.\n\nTapi jatuh ya jatuh, jauh ya jauh. Biru tetap biru. Kalau merah janga"
1,Lebih 700 rumah &amp; Masjid Rohingya dibakar Teroris Budha di Baggona (14/9).
0,"USER bolot, idiot, berisik, lawak, kocak, moodbooster tp wkwk'"
0,"Rendang is minangkabau food everyone in this world knows that maybe the Minangkabau nomads who have been living in Malaysia for a long time made that brand but remember that it is authentic Minangkabau cuisine from the province of West Sumatera!!!! 

DASAR KONTOL!  https://twitter.com/Spurs_MAS/status/1114022369981607936ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
1,Apa yg benar syahadat Islam Bang Fahri? Tak Tuhan selain Allah hu Barbar benci kafir ? Bersaksi Muhammad BEJAD nabi?
0,"Sebagai orang Kristen, maka IMAN - KASIH - PENGHARAPAN merupakan dasar kehidupan kita.'"
0,aww sikat aj nder fuck your friend hehe bcanda anjing
1,USER USER Dan dia kek milih milihh nge-replay-nyeee.. Ke gue doang..\xf0\x9f\x99\x86 Klo ama kaum adam mah... Melipiirrrr doi.. Tp ntar lg jg akan gue blok ajah daghh.. Sama sekali GA ADA MNFAATNYA mbaca komen dr kaum bani kampret tsb.
0,USER USER Yang Gusur GusDur siapa? amin Rais? jadi amin Rais antek asing?'
0,"tempat paporit kerjain tugas adlh bux, krn kita sering dpt kupon gratisan dr temen \xf0\x9f\x98\x85 so lucky lah.\nngerjain tugas plus curhat, pokonya baru pulang pas uda ditelpon \xf0\x9f\x98\x82\nkalo nda makan mi ayam rica biasanya kita jajan mi goren"
1,"Now im happy, so please u dont come back again ewh anjing najis bgst sok kecakepan lo tai"
0,"Bentar....kuping gue yg sarap apa pas Yura nyanyi bagian potongan kata ""an"" dari ""antara""....suara doi tetibaan kek lakik?? ._.'"
0,"USER Tirulah GD. Menghargai pemeluk Kristiani bukan berarti menerima penjajahan bangsa Eropa Barat terhadap negeri kita. Walau saya yg khatam sejarah Romawi Barat &amp;Romawi Timur hingga kekaisaran Byzantium tahu benar, Kristen ini adh upaya p"
0,USER i reckon sby kicked the shit out bucket head abbott give up the boat bullshit tony or no beef imports capital swine
1,"Yg ancam mau lengserkan Jokowi bkn FPI tapi alumni212,lgian apa ada uu yg ngatur kalau mau lengserkan Jokowi hrs permisi dl ke pendukungnya"
0,"I said same,yesterday;""failed to send tweet"" 5 times-Twitter wonÃƒÂ°Ã‚ÂŸÃ‚ÂÃ‚Â†(ÃƒÂ°Ã‚ÂŸÃ‚ÂÃ‚Â¦ÃƒÂ°Ã‚ÂŸÃ‚Â”Ã‚Â¨ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â )."
1,USER USER Cebong kapir munafik alay goblok hahahaha'
0,USER Semua bukan cuma menteri... Anggota DPR yang ingkar saat rapat ...potong tunjangan dan gajinya'
0,"Let see what the real upin ipin gonna say about this  USER
#ShameOnYouSyedSaddiq #shameonyoumalaysia  https://twitter.com/Uki23/status/1197977365994827776ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
0,Selamat memakai mbak
0,Yahudi lobby wali allegation out qadiani lobby wali in..'
0,"USER Udh tau kok ,pasukan nasi bungkus,yg kasihan itu mereka yg merasakan dki skrg,buat yg dki ,harap bersabar,ini cobaan wkwkwk'"
0,"Jika Capres Hanya ada 2 Joko Widodo dan Prabowo, siapa yang akan anda pilih?"
0,"our Mahdzab teaches is the most correct one, while the opinions of 'anjing tidak najis, kecuali air liurnya saja' and 'seluruh badan anjing najis' both exist and each of it has further explaination based on Quranic verses, Prophet sayings, the Islamic scholars, & Arabic language"
1,"Allah SWT halalkan harta rampasan malah janjikan banyak rampasan, Muslim harus Buang Islam sebelum teriak no korupsi"
0,"If sby choosen to be our president again, it means ppl satisfied by his worked so far. We have no doubt. #indonesiaelection"
1,Isu pki terus di hembuskan grup grup pendukung prabowo
0,"Our  USER team has been developing the PLS manual for local governments with Home Affairs Ministry  USER since April 2019 supported by  USER + pilot projects in Jember, East Java and Bulukumba, South Sulawesi supported by  USER."
0,"Dari 18 Calon Anggota BPK, DPD RI Jagokan 5 Nama Ini"
0,Makes up for the joke of a charge on Najis And 1 in first half. Ban the charge #
0,USER USER ini masih cacad bgt ngeditnya loh\xf0\x9f\x98\xad tapi makaih yaaa huhuu\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\x9a\xf0\x9f\x92\x9a'
0,"Gua pake baju terbuka lu bilang jablay, Gua main malem lu bilang cewe gabener. Apa kabar yang berhijab hamil duluan\xf0\x9f\x98\x82'"
0,so tired of the attitude of pendukung Jokowi. like you fcking know everything or you've been there when Prabowo violated HAM.
0,"Kits doakan,semoga 2019 President yang Amanah,Fathonah,Shidiq,Tabligh"
0,"1. Siang hari ini, Presiden USER memimpin Rapat Terbatas di Istana Kepresidenan Bogor dengan topik 'Perkembagan Persiapan Asian Games XVIII Tahun 2018' #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18"
1,USER gila ya jaman sekarang? orang goblok bisa main twitter'
1,"TIGA KALI BANGSAT!!!mourinho what the fuck you thinking asshole?????,,,,"
0,my dumbass brain REALLY thought that the song said ÃƒÂ¢Ã‚Â€Ã‚ÂœunvillageÃƒÂ¢Ã‚Â€Ã‚Â when it turns out said U N village???? bodo bat anjync kirain artinya kaya ÃƒÂ¢Ã‚Â€Ã‚Â˜ga kampungan' gitu WKWK bye :)
1,Wuakkakaa.. mampuss!! ga salah gue diblock dia sejak jaman Jokowi Ahok nyagub. Gaya lo toong.. toong.. Anies sandi URL
1,Hari tanu usir aja dia kan cina?
1,"Apaaaaaaaaaan.. an tuh ! ?; ; Babeh Jajah ajah kepengenan Presiden Baru kagak muluk2, katanye nyang penting... ; Yg Berakhlak, Beragama, dan Berbudaye.; ; Ane tambain boleh ye beh..?; Jgn nyang kang Bo'ong / Ngibul ; Planga-Plongo kaye Dil'aun ?; ; #2019G"
1,"Nak..kamu lihat ""ISTANA"" di sebrang sana..?; BerDoa'lah bersama Ayah dan rakyat semuanya Nak....; Semoga Tahun Depan Pemimpin yg sekarang tinggal di sana....; Pulang ke kampung halamanya tidak lagi tinggal di sana..; #2019GantiPresiden"
1,Makin mau mati malah makin menjadi jadi si iblis betina tua itu..\n#TANGKAPSukmawati'
1,USER USER USER Pada akhirnya para bangkai ditemukan
0,"USER USER USER Eh LGBT gak ush lo bilang"" gua ganteng,sory gua Normal dan suka Cwe beda sama lo yg doyan laki !'"
0,USER USER Pki bangkit??'
0,Quick date with my best friend #cibang #cina #padang #kafir #malamtakbiran #katastesikitamirip #dateÃƒÂ¢Ã‚Â€Ã‚Â¦  http://instagram.com/p/ctfHP_xKF1/ÃƒÂ‚Ã‚Â 
0,"Kondisi ini masih diperburuk dengan peran politik Partai Komunis Indonesia (PKI) yang mendominasi di kehidupan politik Indonesia. Bersandar pada Dekrit Presiden 5 Juli sebagai sumber hukum,'"
0,"My Sister In Law Seduced Me By Wearing No Bra And No Panties (2020)  https://layartv21.com/my-sister-in-law-seduced-me-by-wearing-no-bra-and-no-panties-2020/ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦
#vcstrusted #bugil #memekperawan #MemekSempit #memekmulus #memektembem #sange #toketgede #toket #bokep #bokepbarat #bokepjav #bokepviral #videoviral #Abghot #abgsange #cewekbugil #cerit"
0,"Dispensasi ini bukan upaya Kristenisasi sebab untuk bisa dibaptis menjadi Katolik, secara teknis seseorang harus mengikuti pelajaran selama minimal 1 tahun dengan 4 tahapan. Pernikahan tak bisa membuat seseorang serta merta di Katolikkan.'"
0,Go proof the world at the Asian Game or Olympic Game if you are truely good at many sports. No cheating #ÃƒÂ Ã‚Â¸Ã‚Â‹ÃƒÂ Ã‚Â¸Ã‚ÂµÃƒÂ Ã‚Â¹Ã‚Â€ÃƒÂ Ã‚Â¸Ã‚ÂÃƒÂ Ã‚Â¸Ã‚Â¡ÃƒÂ Ã‚Â¸Ã‚ÂªÃƒÂ Ã‚Â¹Ã‚ÂŒ2017 #ShameOnYouMalaysia
1,pinokio umur 3 taonan tuh. #2019GantiPresiden
1,"x : Yg dimaksud RG bukan Al Quran; y : yakin? emang Al Quran bukan kitab suci?; x : yakinlah, dia ga maksud gitu; y : ahok juga ga bermaksud menista agama lho; x : WOY GA BISA LAH, BOHONG DIA, DASAR KAPIR..."
0,Be be be berengsek you shut up.
0,USER Pembuktian yang kesekian bahwa Mr. Presiden bukan antek Aseng &amp; Asing. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f'
1,USER USER USER USER Eh kunyuk itu yg ngembat dana umroh lu diem aja apa ikut kebagian ya'
0,"good enough to attract lots of people.

I can't wait, it will be interesting.

(  USER )"
0,"there are pics that shows her face mcm baru lepas nangis at the galaxy a series showcase and dekat airport leaving indonesia as well...yup, sometimes to receive hates from anonymous sucks..."
1,USER spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..
0,"Saat orang orang saling menuding antek aseng, aseng sesungguhnya bertepuk tangan.'"
1,"USER USER USER USER USER USER USER USER USER USER USER Coba ngaca n introspeksi,apakah keluarga anda yg gak pake hijab komunis jga?,otak dipakai jgn cmn jd property or pa"
1,"Anda perlu menyadarkan wanita Indonesia, Muhammad bajad setelah Khadijah meninggal, menjadikan perempuan budak seks"
1,USER Ada cebong bang dia merasa paling benar'
0,Ibaratnya sekarang gaya hidup dan budaya asli mereka telah hilang dan benar-benar kehilangan jati dirinya.
0,Im not munafik but im just afraid to show my true colour.
1,40. Jika Jokowi mundur maka akan bergelar negarawan tapi hal itu mustahil pasti akan tetap bertahan dan kita akan melihat berakhir
0,"PSI Sanggah Pernah Nyatakan Dukungan Kepada Pasangan Gus Ipul-Puti - Aliansi Santri Pemuda Ekonom dan Kiai, Arumi Bachsin, BaGusS, Banyuwangi, Barisan Gus Sholah, Barisan Mahasantri Loyalis Khofifah, Barisan Relawan Khofifah, Black Campaign, Calon Gubernur"
0,Menurutnya semua orang bisa menjadi Budha dengan berbuat baik. Semua agama mengajarkan kebaikan dan kasih sayang kepada sesama nya.'
1,Nama: Patrialis Akbar Status: Terpidana Kasus: Korupsi Mendukung Anies-Sandi
0,I just put Bantu knots in Khaleesi head tryna get ahead of having to spend time wrestling with her tomorrow morning... guess who messed the shit up already? Smh
0,USER Marvel dalam bahasa Ibrani perbudakan artinya aku Yahudi'
0,"Cina makan babi and kafir you say, but you didn't realize that one of the largest Islamic population is in China."
1,"KERJA DIKTATOR JOKOWI ITU GUNTING PITA, BAGI-BAGI BERMACAM SERTIFIKAT IKUT MACAM-MACAM UPACARA DAN BUKAN MEMENUHI JANJINYA."
0,But every touch jembut tralala~ jembut tralala~ uuhh i should be running uuhh you keep me coming for ya
0,gue ngerasa gue ga sipit mata gue kecil aja tapi orang orang bilang gue sipit dan mata gue gabisa melotot...'
0,"fffffffffuuuuuucckkkkk for this dayyyyyyyyy, kontol"
1,"The Amazon, Australia, Indonesia and countless other places in the world on fire. And all you fuckers care about is #impeachment. Neoliberalism sucks. And #BlueNoMatterWho is a sham."
0,"USER USER USER Lha, knp masuk wahabi? Emang orang cerita wahabi n NU?\n\nTong, di atas itu cerita ttg pki, kok ente nyelonong ke wahabi?'"
1,Not for me...he's a liar's president and we do not accept him to be our president...!!
0,"USER Cara untuk mengosongkan masjid dengan jamaahnya, khas ala komunis.. \xf0\x9f\xa4\x94'"
1,USER USER Ohh rujukannya orang merah juga.. yang dulu temamenan bareng sama PKI.. gak kapok\xc2\xb2 begonya lu Bong..'
1,"Lo emang gla. You are fuck.
#krk_dog_bangsat,,,,"
0,Ngocok memek enak kali ya..'
1,USER USER USER USER USER USER cebong dongok...dah kalah malah gila :))'
0,USER Dia mafia kelas kakap. Join sini juga jadi maho'
1,"Dear USER driver lo ada yang tukeran orang buat anter gw, gw sih gak masalah asal pinter gak dongo muter2 cari rumah gw. Ini udah pake driver pengganti dongo buang waktu gw bgt buat nunggu. Taik'"
0,"USER USER Ustad pasar senen om,, itung2 bisa mmberi pencerahan pnjual bawang putih dr china itu halal'"
0,"RT USER: Ini ajaran Pembangang,hilang rasa hormat pada pihak berkuasa.. kalau zaman tok USER dah lame kene sembur air\xe2\x80\xa6'"
0,USER Humor anjir qkwk'
0,Ketua Umum PKB Muhaimin Iskandar alias Cak Imin menyoroti kondisi laut Jakarta yang kotor. Apa respons Wakil Gubernur DKI Jakarta Sandiaga Uno?; USER USER #JokowiCakImin2019
0,"Apakah Allah Benci Orang Gendut?\n\nBismillah was shalatu was salamu \xe2\x80\x98ala Rasulillah, amma ba\xe2\x80\x99du,\n\nAda beberapa dalil yang menunjukkan celaan bagi orang gemuk karena banyak makan. Diantaranya,\n\nDari Imran bin... URL"
0,Thank you for pointing out the social hypocrisy that stops most of us from speaking up in public. The fact that in Islam you are either a believer i.e. Muslim or a Kafir i.e. Najis or same as thu & sweat
1,"Do you guys know that prabowo sandi group claim to be the winner BY 62% because they have 92% the ""c1 form"" just 2days (19Apr) after the election. they still collecting it untill a few days ago
BULLSHIT
And some of his groupies still adore him
YUCK"
1,Cina usir aja semua dr Indonesia.kita lihat siapa yg miskin duluan
0,"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival * die'"
0,USER Ayo lah mas. Udab becek nih memek.'
1,USER USER Lo sama Satria paling udik.'
1,Beri anak bangsa pendidikan yg baik jangan jadikan robot pe-nyembah2 Allah SWT yg merintahkan perangi & bunuh kafir
1,"The only thing matter is, the muslims in your country should reform. Just like NU. Radicals are here in Indonesia as well, they are HTI, FPI. Our President Jokowi, has made official announcement to null them under NU suggestions. NU sees radicals who wants Sharia should be banned"
1,yah dah bobo si mark :(((( LAH TRUS KNP CHER ANJIR LO NAJIS'
0,"JKW/JK ""all the hell already break lose"" after HAM issue debate with Prabowo-Hatta??"
0,USER Kan dalil nggak harus berkaitan sama agama ÃƒÂ°???
0,"Daripada bacot ini itu dan menyakiti orang lain, mending bercermin.'"
1,KPK sebagai lembaga negara yang memberantas korupsi tidak bisa dilemahkan apalagi yang melemahkan adalah DPR. URL
0,"Bentar kak,saya nanya dl sama pemuka agama kristen,katholik, budha , hindu dan kong hucu ya...biar ndak salah"
0,"Might i ask, is there ever an official response to the statement from Minister of Home Affairs on how Indonesia would be better without democracy?   https://amp.kompas.com/nasional/read/2019/11/26/13024221/tito-karnavian-pak-anies-jakarta-kayak-kampung-dibandingkan-shanghaiÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦
I think MoFA can give response on how important democracy is to indonesia."
0,USER USER buat lo anjy\n\nmasa gw sama bencong'
0,deklarasi pilkada 2018 aman dan anti hoax jabon
1,USER USER jgn bacot mulu masalh tki n tka urusin aj dl loe anggotany Tata kota aja gk ngerti lht tuh DKI SmburDul tats kotany'
0,"1.Teroris meledakan bom &amp; tewaskan puluhan orang, pelakunya hanya 2 orang, kira2 ini krn radikalisme yg sdh tersebar luas atau terorisnya yg memang kian hebat hingga tdk mampu ditangani aparat? Pelakunya terbukti hanya 2 orang. Coba pikir pelan2 dgn"
0,Tahun 1999 poros tengah bisa terbentuk dikarenakan pemilihan presiden melalui mekanisme MPR; Namun saat ini pemilihan presiden oleh rakyat; ; TIDAK MUNGKIN ADA POROS KETIGA
